corpus,config,split,offset,cluster_id,row_id,selection_digest
openswe,openhands,minimax_m25,44601,operator-framework__operator-sdk-5585,a7ed3f7e-57b3-4d14-86f2-0e817946b0a4,b2553e2a3811a582400140c30c8819202300e930a9f589e4778b3c4ebe5a36a7
openswe,openhands,minimax_m25,15445,swc-project__swc-5707,051ed4b0-787b-46a3-9bcc-6011d51db6ba,46ff9e67da667660dbe3b034a6c849121fd9f09099e1f360e704a404400337de
openswe,openhands,minimax_m25,48632,googlechrome__lighthouse-8407,43ac8c51-90da-46a8-bdb6-3df7b2860b21,1997f6c45dff404ccfd1d579bf551a32332a09057ac9db43c517a054fb07c64a
openswe,openhands,minimax_m25,31336,javierbrea__eslint-plugin-boundaries-175,7814fe57-bdf5-42dc-ab6f-b988c91d08d1,e42606c17f5b0a9594eebfe02435f4cb852522e8811cc410eb8760182a8e6579
openswe,openhands,minimax_m25,34876,google__autocxx-306,cb4ae3b9-09a8-47c3-bd45-825024f5dcc5,6eb75d526f6fce0d4f117bf28e74c7514937b550f89eba080af1e8e8f1e2c936
openswe,openhands,minimax_m25,23027,streamlink__streamlink-122,b06c05b2-d691-49c2-b82f-4ab692bc9506,1a72e9ed7884b6f3b19b85353d083dc335fc76c736847ff7922bbc578d29eb17
openswe,openhands,minimax_m25,678,sveltejs__kit-7207,31fa9371-0a25-40a1-8a36-6a48e0a6f27c,09a49969c1c988da011080a9b73a2dffb0eda62d4eda4fe41469342dfccd6f78
openswe,openhands,minimax_m25,49442,nerdvegas__rez-1252,5c7a928a-8de6-489e-a082-c5354cde1ebe,42400bc88392a4f9c844ca1000d912bfa928135193c437d0e828b28f69a9e7a7
openswe,openhands,minimax_m25,1045,hetznercloud__hcloud-go-42,a6c42b21-2fa4-43a7-88d5-bd8e3908dcdf,5dc1dc442d20746d4620f43bc0e3d990c20ca0faf8d1b0cd863c4fd0a8291465
openswe,openhands,minimax_m25,37415,typedorm__typedorm-127,aae4b5bd-e4c4-4e4e-b526-fe2f58534029,43a4cdd2e5a91f44d3aecb63efd2412851a1936f9f80b2014ba3c479c081d312
openswe,openhands,minimax_m25,12258,src-d__go-mysql-server-420,1198cfec-d642-4bf8-a3da-fc01f032a341,958878978e0aa81973e465d3675b66c4393d2e120db29abb4b29416a45968845
openswe,openhands,minimax_m25,9674,xataio__client-ts-52,4215cbfc-2118-41d4-9526-22af670a0c3c,4b05443a101074cbd5d0903d22387216f5f73487990204422ba6b57ee2d96a45
openswe,openhands,minimax_m25,1421,dai-shi__waku-925,75f33d03-ef26-4406-8e1a-36405d56c47e,2bab41906bfd46042f36d1b972ec9c291da911e829e11925b7d606966af3272e
openswe,openhands,minimax_m25,16029,jtablesaw__tablesaw-591,a0374400-9dcd-47e9-8664-762630c7d583,1d32c9ec43d4241908855853524465dffa71b3a1b4850475a69a1fb5a227dcfe
openswe,openhands,minimax_m25,34374,go-webauthn__webauthn-359,3bad7c2c-1db4-4c76-9fae-678152d5041d,aa7e828db1b414c2edaf280ce3a1f053ace08e128d38a3a527071a9664fd8306
openswe,openhands,minimax_m25,43619,helm__helm-9871,68e93bc3-49fc-448a-b00c-bbf8b6b04ed6,6f296e7e01ea9dc2bf0fdccbc4f4038c83a794f4efde921d53c1e1b710319b18
openswe,openhands,minimax_m25,9547,callstack__react-native-paper-394,e075fdc3-1064-4579-8a6f-06a877d6b74c,9e3db78ef263f9b5cdfef077552419f5139cc39534d6650acd7faf591a0a1aaf
openswe,openhands,minimax_m25,13417,pingcap__tidb-lightning-508,43160ce5-9ed9-4204-b8ee-7a1f8970a329,1a3667a6685274d77fccb5dca4a14947972196d52b2f76961d18bc6cb617815e
openswe,openhands,minimax_m25,41745,phpbench__phpbench-846,59e29f78-3980-4873-8770-3dde329a561e,7cf442836aad23c0402c7fc6fdc1df96ed549557a76cba39e9669f5441beb617
openswe,openhands,minimax_m25,42603,axios__axios-5497,098ea46d-cedb-4600-9a11-67d66bef6129,759efaaf9017b1515887315f63d72c4bcc5e9df0026c75a6cda08bdc82e96624
openswe,openhands,minimax_m25,5699,protofire__solhint-291,de7d9321-44c2-48fc-ad50-3c2f01d74ef1,404f0f4fcee50b72c896d71a19f6fea1f57f0bbd6ff64b95ae6d715a4cbf922b
openswe,openhands,minimax_m25,30933,ryangjchandler__orbit-44,41cdb0c4-39aa-4bcd-b41b-5f3beec13173,40a3b4e943c1218a94be97ac9efe01c0c7eaf2ba93ae1a7221e4f3bf46077ddd
openswe,openhands,minimax_m25,10711,paustint__soql-parser-js-114,0916f10d-989f-48b3-a083-90b90a32d26e,3f9d94384f91aa69ac93df8d76ce22f80417416dc135f33ef2d635cd1fdb70cd
openswe,openhands,minimax_m25,36645,hibiken__asynq-350,4fbab890-8de3-465c-b1a9-b1060c95ff61,78e243b2fa555e6ab507ac257f3e9670a4b046ee86f7af9ceb5faa66ca1726c9
openswe,openhands,minimax_m25,5167,pajlads__dinkplugin-462,61447494-6f61-4d79-af3d-a1946089af87,15fafb9796f90e0dd91f6df215c94dd7d4c78caea6fc8c2ea800f3de5efd7e2e
openswe,openhands,minimax_m25,7069,spf13__viper-2003,73944c3e-bc0d-4748-874f-bb903cdcf1d4,3b79e9aee942a511d966fbc8d010b757bd74f31e84f9034bab6398f5c8e54d85
openswe,openhands,minimax_m25,49070,knex__knex-5316,18b8ebe8-be97-4689-b781-32acef349d6f,76b0054bb339fefd252337a5ee31ac95fea08caee1dbec48292b00dab888ac91
openswe,openhands,minimax_m25,15764,auth0__auth0.js-817,46689d4e-d6dd-45ff-a971-4535b78e20bb,6ac209173af0a2adc347c839f249bb8ab38d051abb36e9f30ee216568f8a31ae
openswe,openhands,minimax_m25,42526,jensneuse__graphql-go-tools-145,7b0b2747-a2fd-4f55-8dd4-aefc5ba6bf43,4e3890bbed78f1c79e328f824844a6ec2e68bac6800b0f33d2958ff1b4eea235
openswe,openhands,minimax_m25,20766,kestra-io__kestra-3102,0f306bce-ae29-4f90-9cae-f61adef27378,4c3b690abd5f7949f8d7f9b4017577967e75b8b8d42e1621963206c38967663d
openswe,openhands,minimax_m25,39562,statamic__eloquent-driver-176,f3242da5-3d24-42c6-8ad5-bf45ce4b14ab,99dd984c8ab3ec8e65a1a2e44e458b2ce27b5e1ba19a69e5f48c0a8b14a5a71c
openswe,openhands,minimax_m25,26201,googlecloudplatform__google-auth-library-python-262,7ddbc674-84df-4972-9e2d-15f32814db52,3ec4422772fbf4b7b100b85d2a1df1be3c7afa416fce99eb9d8e56e93ce353f8
openswe,openhands,minimax_m25,34219,tafia__quick-xml-760,2ada87e8-f569-4394-83b8-556786373d4f,89d88691eae350d914eb36429623d023c51612f59d790a6913f5eb8654cc40d1
openswe,openhands,minimax_m25,41319,openrefine__openrefine-7247,722cdafc-bf69-43e6-9cc3-54efd1d118ac,24e2cba3d9aba05212d6a5a03ad7d6ff70973ffe0e34f99723956ae2156b6b76
openswe,openhands,minimax_m25,46592,vaskoz__dailycodingproblem-go-384,c54874a6-0faf-440a-9dbf-f06d8be5b51b,3bc3c5291f0f7bf113bb42b84b4e0d43dda7c49cf4e091074d219ac9de551c21
openswe,openhands,minimax_m25,25500,knative__client-1146,7ca16674-3c2f-41ff-9bcc-69adf8695147,871565b01f88c73749f086866f6314a17eedc2cc73bd54e65688692558b00f15
openswe,openhands,minimax_m25,28302,ymrl__a11y-visualizer-41,5e106b75-a8b5-4e35-9b7c-91185ec8199e,0dc408c44c3d291ccefea3b37600c06e758bc1976b46534cb98256315b8b4f13
openswe,openhands,minimax_m25,23409,alexcrichton__futures-rs-151,e954ca45-5b65-47b7-b1a2-dec871a63627,80590fe57953574a44fedbb998d898d60885e304bdb103f2a59635847e132521
openswe,openhands,minimax_m25,32670,dbt-athena__dbt-athena-324,1ec463ed-47ee-4d79-b495-657185986e8a,600e3160f68a53994d183d378947364dcc98ed0127bd338066b934d286e03241
openswe,openhands,minimax_m25,8267,argoproj__argo-2645,0d355193-6260-445b-8872-0be40ba28aec,0de079f5d079c64cf16d0267ba3067023379da41f76f3922f415bb65ea649ef9
openswe,openhands,minimax_m25,43103,interledger__web-monetization-extension-748,23e27c67-efef-434e-ae3d-b6563112c076,2ebcfc970e456e176ec3c2ae839500d7d5eb748445b193dfbd29eb31b23e91a7
openswe,openhands,minimax_m25,8257,briannesbitt__carbon-2802,84752bcc-502e-4cb7-bb9d-2360fc57fd8c,5ee5be2d67628b334ec547c26ffefddd828773f1e6b83ab07f482eb0589839ae
openswe,openhands,minimax_m25,3942,servo__rust-url-975,24300b9d-7882-4a5a-acb7-1501ca140de3,2c122713b1d0980de4dbfbedaff94f45f27ea505268ba34e772165014268d64a
openswe,openhands,minimax_m25,39083,lo1tuma__eslint-plugin-mocha-85,18aecd62-269f-41a6-bc3e-44f4acaadc8d,142bd01966288cd2a9b04d5986ab5822f997638cea403612104a89152731be32
openswe,openhands,minimax_m25,17974,takluyver__flit-169,5e59f082-95dc-4870-9da3-91459507e3f1,989bacac77f178528dad81e19b639fa4e3069657a95ed29932e665245d2edb9c
openswe,openhands,minimax_m25,12570,apache__incubator-fluo-862,38302e48-687e-4be7-8f80-31d761558f70,324a8cf2638f53cb1e1f40e8be0032701fb427e2dd1972e49e7cc006104bbe1c
openswe,openhands,minimax_m25,7704,eslint__eslint-8809,7e9ea768-6a7e-45db-9f00-09a078ab5b71,32858dec55fb1685e44437f96a9b82415dc9c6ca2278b55dac9579efc1d9d8d7
openswe,openhands,minimax_m25,25657,lirantal__lockfile-lint-165,26746a5a-5354-472a-b59a-ef1f0c6bdc48,b658715330ae06c6c8059c43ed40ea4d77e78797f9bb08c668612cf15a3b33eb
openswe,openhands,minimax_m25,18759,sinonjs__fake-timers-465,772dcae2-c345-4286-b74c-3d1b157b11eb,8fb80f7208b3393efa6f0aabab902817313d9162818007c44a74f8764fc2934d
openswe,openhands,minimax_m25,9585,kudobuilder__kuttl-576,a8b668e5-a3bb-4075-ae9d-b9c4601f533e,0e2233200c815b6d8c2a53305e55a9db23ec03a13910d836623f260154a62374
openswe,openhands,minimax_m25,36556,open-telemetry__opentelemetry-php-899,75a04d9a-a597-4d9a-8549-212e5169a463,3ebaec40e96a3a3353635ca7203455f5690fd8992f21a456c5c050ef933b7f40
openswe,openhands,minimax_m25,41914,gotenberg__gotenberg-813,453c453a-8e75-47c6-95f1-95ed2e3ad9f8,091cc0b87e4401f54211a0eed7676572b9a53345c3dee92fe979d1a9b861993c
openswe,openhands,minimax_m25,47317,meltano__sdk-1114,79922411-87ff-40c1-bb13-d74c904de57b,15deefed2d8b5722053eaf8ea9953e55d016ea55da8cd3258eb71528cdd29b11
openswe,openhands,minimax_m25,42012,rust-lang__rustfmt-4961,2e129615-b3cd-45f7-bdcb-b791ca6ee558,0e47f9434e8a026347751cbd432a2bcdc5dc28033598a49634b377305052c814
openswe,openhands,minimax_m25,32707,phpoffice__phpspreadsheet-4302,b187d86c-6821-4e57-a077-f6a3e830249c,208312935aae74861f64b91253af1e36955342e91f6b4a2afe610ce6f6445e13
openswe,openhands,minimax_m25,17108,score-spec__score-compose-267,e25897ff-e448-48a7-b580-d89e495a474d,11ca8054c7337430c8f4bc13214d306cfafcca7f70d2fc6cdcf9ac4b7dbf57d1
openswe,openhands,minimax_m25,31171,gobuffalo__buffalo-2345,b597cd59-09d7-4829-ae3d-426c6e0a57b2,2e58b114377062f9394fe3aa9c3d9149d5d72a3ae4d856e7e8047d4f06d92f52
openswe,openhands,minimax_m25,3828,qiskit__qiskit-terra-9494,bd3a6118-4cf2-4434-b689-bdc8e02b0390,4cf19fedf3462d751e72d044ca88add79525fd8da600f70690de5de97056bcce
openswe,openhands,minimax_m25,25434,census-ecosystem__opencensus-go-exporter-stackdriver-231,727079e5-1119-43f8-9a9e-65fd78ad9be1,b71ff0592cfe5b191acc5405228abd4baaeb251420e4f1dd3f98a2b450e1b2a5
openswe,openhands,minimax_m25,2451,katex__katex-3997,f6c39541-43a0-4b38-8b25-12f27ded5103,077861b99fe445e1cbfdd5196640de72b42a7d0c78caf493f73b22a875c263fc
openswe,openhands,minimax_m25,26046,idsia__sacred-868,421adb7c-0589-466a-8077-2d4defd67752,1e31c9a1c4ec8b0f87972120dec6b4ade1fbf18d672ca4332c43856eaacace62
openswe,openhands,minimax_m25,45488,joshuakgoldberg__create-typescript-app-2007,55708734-60bd-44bf-8153-63d3d2a2f722,14f36a154105e9e5054d6ffbffd2ba7532d8e69a25b71f42f95d997627b80402
openswe,openhands,minimax_m25,37990,qiskit__qiskit-terra-9543,bf0d288c-3188-494e-a761-7cfdeee64c63,0de7f9671715e8e08f81025cb92434dabdf1a4ab2852fa6626d16619ad3e574c
openswe,openhands,minimax_m25,2196,mill1000__midea-msmart-93,c877154e-70c5-4b42-82db-1b790869524a,659b8931f7af121dd03aaa7cb84602704f8e218f1c324b9d257fc5ab9bb9b430
openswe,openhands,minimax_m25,697,projectevergreen__greenwood-1423,f76a09aa-59e0-4637-b15e-a83f2fe4aa5d,232edd71f29993325bd2dafa8738f0336636a4a6867081c3416d3be53189a539
openswe,openhands,minimax_m25,48806,aeye-lab__pymovements-786,cc36fe91-56d7-4bf8-af92-318bf801ffdc,0d6db62344ffec7d90a4cdb7f5f5336157828924520f3ff5d117e21200d7bb22
openswe,openhands,minimax_m25,40601,google__go-safeweb-301,aca2ed8c-6891-4d40-b626-5e95bda43cf9,0d7c4a843851e3bc85c6a6afe32bac7682c59bec474253ef66d0f44a2f4b0c7f
openswe,openhands,minimax_m25,48638,projectevergreen__greenwood-920,19352ec2-b13f-469f-9890-c445c0565e31,2d922675ddcbf0f1761735d6217c7c322e73c77d2415dfc203b335c7f9afed85
openswe,openhands,minimax_m25,13339,sindresorhus__execa-397,90719efb-5f92-4e1f-bcde-c21e749bd9ab,4c91e91e70bad4c3fa993d1e2439eecd8e62daa5d9fd7d5ad51181c4ec5c723d
openswe,openhands,minimax_m25,33948,tfsec__tfsec-848,c12f387e-0b1c-4e42-90e1-63a31cc7023a,4fceae112da7665316699f26307e226d5027bc8706fb0d0d0f32c0245850e731
openswe,openhands,minimax_m25,44872,docker__compose-9729,f2fbe497-ede0-4796-8ed7-300fbd678069,139018b70a66f068f63a60a8966f2918bc31dfbe52c44eb5bae1a0265d5fecc9
openswe,openhands,minimax_m25,47447,jlongster__prettier-608,51132fe8-7a49-4e61-bd4e-64979639b5b8,6016b3b788018758136a047dad434afd588442c0cd3f077282a67d133355a270
openswe,openhands,minimax_m25,34266,laravel__framework-45333,ee97f69c-9009-45b2-962b-ebc55c7db45e,63086935c1c2e8bcaf675d543e664d5cbeb56c7b2b27f8713c30f5766c57484e
openswe,openhands,minimax_m25,49645,alecthomas__chroma-1071,a1a53c95-a38e-4ce6-a440-be4358bf3f06,5a2de68c6bad4e6096f0374baa73a74bde11627e0e6728fdb5430bd5bcb65155
openswe,openhands,minimax_m25,27837,go-swagger__go-swagger-2143,d060306c-e1d8-42d7-958c-844d898c84c4,6f5947a297498784d2d0e1726296b2692c971539093f82499cacce406def7990
openswe,openhands,minimax_m25,7811,notaryproject__notation-1182,36ce556a-7a24-41c5-bd57-d170616eb61f,581bd7da4213ed06362d318cb087eda1c78d1337495d061295b96ef15c0a62ad
openswe,openhands,minimax_m25,22585,knowm__xchart-426,1974d742-1c5d-4f8b-887a-77c3528c62e2,aa4989c94bc66464f7a4514c71565582374448491a480e1c0cc3cfe08e56c158
openswe,openhands,minimax_m25,26964,react-materialize__react-materialize-613,3117bd27-0274-47f3-9b12-5581e8595c40,14b6777f6b2ad17df1d8cba1268ce8a2049f7bd2abfbfb28918203a191c46ad1
openswe,openhands,minimax_m25,45758,pandas-dev__pandas-56522,1f39308f-1443-491d-aff1-d5aafd905c4c,2ffe6792c2f4ce0103a7621d96fbd7b303476ae4a3c366f50ac86f45ee0a8c70
openswe,openhands,minimax_m25,20033,phpactor__phpactor-2241,7e3cc319-7c74-46ce-b7e7-6a206a8f8c6d,5d0cab3e8049ad1b15d65607dbd297c59157c578e377eb71003e07ceb4e36355
openswe,openhands,minimax_m25,19843,cs-si__eodag-204,84ba5fc4-f14a-4dac-ae99-5b1bfa65fd24,9a87849ade072f0d6c527a3bf8cc1b8e89549eda8e26f5abbf42da5534ef461b
openswe,openhands,minimax_m25,30355,marpple__fxts-109,b9a3d79f-b8bb-4c48-8e43-90c883667655,2f3e89366cf7a77abd7ae7561bde0c2422500d9f97981e939d17744240df3cf0
openswe,openhands,minimax_m25,2448,ecadlabs__taquito-2388,438a5dfa-2a53-4f5e-8e74-fabbfff48588,32c82d509b82026a301c1d8889b3532479d2b071b24c7c5c258efde851a2dbfd
openswe,openhands,minimax_m25,27043,lirantal__lockfile-lint-104,7690fa26-e167-42a5-87c8-de19225e5d54,13f3aa4427d3df8afcbacb6397cf00f9b3286375d5c95aa474db5f60b71cdaec
openswe,openhands,minimax_m25,331,fsouza__fake-gcs-server-1519,0bd0b935-540a-4617-b1c0-47acad977ac3,274b0d3c9fd928a4316b5e19ca666ef758793f9ce8013c6ea44fcda3a8b56cc1
openswe,openhands,minimax_m25,465,equinor__design-system-3577,139d5b13-5eea-4cca-96ed-b101fafef8e4,6997695f7e96b29fa627a345acd0a4acf018fc5e988eb469fc6b0b0e948a4ea6
openswe,openhands,minimax_m25,49638,taiki-e__cargo-hack-41,c61b8346-358a-45d3-b8a3-11bd91d4a009,38970f6081d5da925b00906fac4b009fc91feb8a914be9692676ce900fa46658
openswe,openhands,minimax_m25,20892,pythainlp__pythainlp-371,d8a8734e-6043-4398-8b70-d5ab83e11162,2c35bf369656c500c3b7a81e434f006b437a59d61f4f6605a64a9e125d92c49e
openswe,openhands,minimax_m25,49138,parquet-go__parquet-go-248,0f73fb11-a5b3-47bd-8f67-3dd6bdc3d073,7af24b891263f544c5a86555218973cce24c5b77998c6483f34cb37c25e801fe
openswe,openhands,minimax_m25,11916,taiki-e__cargo-llvm-cov-249,eddc64cf-82c2-4b9d-a805-b10a031286de,f1b4c6dc48040e68a35e1d998a4873f2462f41697a60630eee67b799b6ba183d
openswe,openhands,minimax_m25,25808,mercurius-js__mercurius-630,a167e706-51a7-42ff-8325-00449a7acf2a,f0003872043b5a72337bde9dac4429db29e2e1d99bc85c4b8680bd1fb02d52d0
openswe,openhands,minimax_m25,18842,ember-intl__ember-intl-588,e1a32c75-e1ad-4f1a-a2bd-77aecf17f533,4fdace137f44e1640ae72203dd9df54a7deef86cd47443defd6e628ea6bf92f0
openswe,openhands,minimax_m25,22841,ontodev__robot-560,95f7f5b3-64f2-498d-ba32-9dd284920929,99d2eef5fba7db30a2c33e04524df3bb6890695644b31e384a29d323aab974e1
openswe,openhands,minimax_m25,29186,lerna-lite__lerna-lite-1065,7fc72014-4a41-484a-81a7-1acc1342f582,8b86d24b2d3baecc500a0308c840f990cd5f75cec412104d8df20f32c0461e77
openswe,openhands,minimax_m25,31283,pallets__werkzeug-2986,ddfb0c60-320d-4b99-9c50-cad6b10043b8,ddee454be72d96fdb6be6fee5936777a74b70ad66f2e7b7c71362e4a8b581a9b
openswe,openhands,minimax_m25,863,spatie__data-transfer-object-304,fc30d682-3a01-4851-8b8c-1852f52ff5a8,01dcccc0eb67c095785fd20eff88b20c80a541107382af6e07563236c5dd834f
openswe,openhands,minimax_m25,10775,vanus-labs__vanus-470,e3fe7160-5b6a-4012-8f89-65178ba05e4d,06f169a50a90ad4bb86e4a709bcde707514358bce9aa45182701ad1e60b743a9
openswe,openhands,minimax_m25,21263,nerzal__gocloak-194,319c327c-2881-4ab2-a171-5636ae1b66cb,1409752de0aa1c1548749296927ba54b7f978aae661861d244cc6ea60cee85ce
openswe,openhands,minimax_m25,44521,cta-observatory__ctapipe-2738,91fd73df-678d-4ea5-8c7f-1f15da325c6a,2ed61e534682524045e43d6f3e39b971ea419fe6dbcb8db46f520af05fb6e90e
openswe,openhands,minimax_m25,1151,google__go-safeweb-170,e5234f33-8efe-4356-91d1-83e6ba41af4c,100655e5b2e2c92edee6e461ede18d7ea7b38ae103c096f9998b8795a2de9fd0
openswe,openhands,minimax_m25,35250,kubernetes-sigs__security-profiles-operator-1257,2cc04920-bdef-486a-be4f-b53f23aa9e6b,50695ec08555937371510b9c1b8fe3904014b29d8099cf8ef9bc575c6aa2d27f
openswe,openhands,minimax_m25,17768,reactivecircus__android-emulator-runner-317,757e2470-6096-4586-a9e4-c71604a6ed77,b4979e6382fed444413459dc97398445734e6188e0a8d43375524213af43b7f0
openswe,openhands,minimax_m25,24734,stretchr__testify-974,0d502c4e-fc26-4f51-b352-51daa10aef9f,7606b14d4eb22a5485bf041445c471ed2495d42a82229b42a9cf94835fc8ab39
openswe,openhands,minimax_m25,28363,google__go-github-3628,b2466cf3-766d-455c-9dc7-7874b28cf84e,1185d2c7b2616bb0fe7bb30b4417449b5a15b071b498ead36076c4792db3e489
openswe,openhands,minimax_m25,35951,mlocati__ip-lib-68,bab1a360-e19e-4047-913f-9c0ff29be09a,3b45801c58537c545b59389d081d2ae1b928cc33fc09314a22e4dfa9651640a6
openswe,openhands,minimax_m25,24680,pandas-dev__pandas-60172,eb51fa86-3715-44fa-82ac-53ae2e856e52,0051d59a2059015a27ed02fb4431925f29fb957dce9f0dcb51c1ab84e5cb63cd
openswe,openhands,minimax_m25,49730,matryer__moq-199,3d0f11bc-eb1d-4c3b-abc4-817b6fff6592,028ee049b58ad27a3b786e0e34d4c190a141abdf769d322f35de2a547656bcab
openswe,openhands,minimax_m25,47112,more-itertools__more-itertools-484,f852cee7-7f9c-4478-bded-ceb811a09240,35b36d02c26c374f27667785c604ed86a33f4ffdf2fb15e293f30c590c4a2a75
openswe,openhands,minimax_m25,7597,doctrine__dbal-4341,0966dbe0-46c1-4862-ba07-f3077aa7ca28,617d29cce1f415239105698f7f6095c46e9782855438902e1d46a00e2e699935
openswe,openhands,minimax_m25,8806,knative__pkg-2717,fa84da45-8c9a-4807-8a99-432990a1afa6,2005dc11289b5e004062d02e4a57da32d801460bfd22ad9117d0b2a84f15984c
openswe,openhands,minimax_m25,1635,s-knibbs__dataclasses-jsonschema-11,0db63a8e-b672-468e-8e93-6a5e6dc7e4c6,197b6c952c7476934bafa698f586e7fa7f74fd6c3f4016148d195d6845dc3b1e
openswe,openhands,minimax_m25,44133,ploomber__jupysql-517,72c252c9-92ad-4ad4-8ecc-7cb4889a85ad,e7f2724d74446dedd278c32e327c813797112b76a1691606339175a5c0e5b678
openswe,openhands,minimax_m25,29609,lingui__js-lingui-643,869fe108-c685-482e-90ff-df98f40c4f27,07c226dd330704614bcbf47bea9b854d02663d1a186129878f2a0b22dc73aac4
openswe,openhands,minimax_m25,15066,mozilla__cargo-vet-621,bee1b578-37b7-4314-b035-5d2c93d752e1,760ed4c9e01c782ec31cb2c39fa70c08b57a8fb70cd732f36a110becb237fb3f
openswe,openhands,minimax_m25,35836,containerd__containerd-10980,547b60cc-df6b-443c-916f-e2daa386a5e3,840f484a27f69fd096e9202271d115570400a0d0cea3d526f4a582a96128db56
openswe,openhands,minimax_m25,18186,knope-dev__knope-472,58e68bfb-4d3b-492e-bc2d-6f38a4c05517,6b54059acab98add55c633dd5657c605a47ad9930d7df39e6c7189fa78ee3059
openswe,openhands,minimax_m25,28182,core-gatech-group__serpent-tools-289,85c36e6b-91b8-4e68-bab9-f9c713844e9c,0e0e73701f717afb4f21c8b8bf5bc3c7735d0ab32b67f0d4d13afe1fec62ac59
openswe,openhands,minimax_m25,43613,fuellabs__fuelup-170,6bde1f21-ff4a-4173-a068-0b493d1c91bb,27380238f2a02937a3aa272ef81ae91347d1a2b8120ee4294753e1ba03217fa0
openswe,openhands,minimax_m25,46308,geoffrich__svelte-adapter-azure-swa-74,d491637a-1d3a-474d-b831-8f97da33dcbd,3455fd55fb5a417d46540d4dc3174ec62b4f29fe75e354075fdbde85344450b6
openswe,openhands,minimax_m25,5466,open-feature__js-sdk-578,9ba35ac8-675c-4199-90d7-7a5f0d0c8295,6ba5fd58083eb228ee3a4ab1f7a5eb3df79bda8ec4fe33d88bf1f90d83a38ec6
openswe,openhands,minimax_m25,10591,fhir__sushi-1537,c4cd19db-a23c-496b-8369-560838134cf8,13c3b036b71bf5113290b9d4e0b8bec4702971a6d32279b4bc4ca67a7ab55242
openswe,openhands,minimax_m25,15384,getmoto__moto-6868,adb7c30f-68fb-47b4-8074-edfec8e8c7c8,1f8181b315877c3a3b12b06eca751cbf3e1c2220c1c60f2249156f03ddd9a24a
openswe,openhands,minimax_m25,8500,argoproj__argo-3023,26f07455-fd3b-494c-b166-dfd2c22f65b9,04857bcdd75450db4f5b21042a7cbb6a5f636ac5b70b42831710fa3a7c4f18f8
