dimension,rank,tag,count,share_pct,unit
prompt_tag_by_prompt_rows,91,runbash,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,92,agentsightsm,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,93,release,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,94,stressng,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,95,clarify,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,96,improve,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,97,survey,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,98,fetch,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,99,perfstrace,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,100,readme,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,101,backup,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,102,marketdoc,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,103,examples,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,104,features,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,105,serve,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,106,harness,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,107,source,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,108,cost,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,109,testrun,2,0.07,prompt_rows
prompt_tag_by_prompt_rows,110,diskcheck,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,111,intro,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,112,usecase,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,113,requirements,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,114,evalplan,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,115,policygen,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,116,diversify,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,117,checkpoint,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,118,bpfixtest,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,119,benchfix,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,120,prooflife,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,121,capture,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,122,commitlog,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,123,reviewdocs,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,124,domaincheck,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,125,publishing,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,126,login,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,127,npmpr,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,128,namecheck,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,129,searchterm,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,130,profile,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,131,extract,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,132,syncsync,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,133,syncdir,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,134,ossmaint,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,135,block,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,136,parse,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,137,explore,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,138,mergeprompt,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,139,preview,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,140,agentsightau,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,141,confirm,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,142,testdom,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,143,testlog,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,144,refactorrepo,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,145,fact,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,146,costanalysis,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,147,token,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,148,price,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,149,priceest,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,150,percost,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,151,rawsslok,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,152,sleep,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,153,tree,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,154,visdesign,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,155,deletefiles,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,156,perfreview,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,157,website,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,158,metrics,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,159,implementbtr,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,160,testmerge,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,161,hello,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,162,refineui,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,163,docscheck,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,164,findtable,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,165,workspace,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,166,workshop,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,167,readcmd,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,168,listfiles,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,169,listsrc,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,170,query,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,171,viewport,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,172,layering,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,173,queryview,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,174,perfcheck,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,175,designcodex,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,176,storageanayl,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,177,rename,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,178,reviewbu,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,179,verifyimport,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,180,architect,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,181,maintain,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,182,tokencount,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,183,claude,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,184,layout,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,185,restart,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,186,filter,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,187,pathfind,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,188,tokenize,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,189,smoketest,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,190,mergeconflic,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,191,monitor,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,192,designcodexs,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,193,meta,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,194,cisetup,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,195,skip,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,196,rqmap,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,197,overhead,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,198,stderr,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,199,date,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,200,uxrefine,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,201,uxintegrator,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,202,codexcheck,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,203,codexinteg,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,204,docx,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,205,auditrewrite,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,206,diagram,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,207,uximprove,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,208,userdoc,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,209,storytelling,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,210,market,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,211,tokenadapt,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,212,stats,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,213,evidence,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,214,blog,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,215,question,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,216,deploy,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,217,builddocscod,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,218,faq,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,219,userscenariq,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,220,gothub,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,221,enablemode,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,222,unique,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,223,enable,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,224,linksetup,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,225,kernelenforc,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,226,reminder,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,227,sandbox,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,228,archplan,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,229,daemon,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,230,testcodexsup,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,231,trust,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,232,configurator,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,233,designplan,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,234,testrewrite,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,235,diffpatch,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,236,inspect,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,237,capability,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,238,boolopt,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,239,domain,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,240,testcodexrun,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,241,upgrade,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,242,score,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,243,json,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,244,generate,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,245,testignore,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,246,replay,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,247,copyto,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,248,testcodexcod,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,249,rqimprove,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,250,testpolicy,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,251,breakdown,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,252,rqtag,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,253,diskfull,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,254,proofing,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,255,refactorperf,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,256,dataupdate,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,257,rqi,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,258,rqims,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,259,chart,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,260,fontadjust,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,261,font,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,262,mdrefactor,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,263,chartupdate,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,264,issue,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,265,lint,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,266,serveevents,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,267,cicheck,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,268,killoff,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,269,userfeedback,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,270,run,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,271,todo,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,272,rqreview,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,273,coverpage,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,274,gating,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,275,verifylog,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,276,proofcheck,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,277,undo,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,278,proofverify,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,279,proofbind,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,280,unignore,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,281,innerrepeat,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,282,graphrefine,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,283,render,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,284,unittest,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,285,kinsn,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,286,docrefactor,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,287,microbench,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,288,emit,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,289,constraints,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,290,export,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,291,abi,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,292,warn,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,293,codecount,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,294,initetrize,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,295,prooflen,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,296,proof,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,297,loganalyze,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,298,status,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,299,offsets,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,300,findemit,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,301,tagify,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,302,refactorllvm,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,303,docu,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,304,flags,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,305,ignored,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,306,cleanbuild,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,307,timestamp,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,308,configyaml,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,309,bin,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,310,match,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,311,testcase,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,312,mapinline,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,313,mapresearch,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,314,hint,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,315,version,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,316,cleanse,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,317,cachecontrol,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,318,gcutoff,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,319,gcsetup,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,320,docsfix,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,321,docsorganize,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,322,testdocs,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,323,insight,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,324,docsanalyze,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,325,find,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,326,docszh,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,327,write,1,0.035,prompt_rows
prompt_tag_by_prompt_rows,328,rqanalyze,1,0.035,prompt_rows
llm_tag_by_llm_events,1,refactor,41263,35.932,llm_events
llm_tag_by_llm_events,2,analyze,18712,16.294,llm_events
llm_tag_by_llm_events,3,design,9592,8.353,llm_events
llm_tag_by_llm_events,4,test,9184,7.997,llm_events
llm_tag_by_llm_events,5,tokenize,7402,6.446,llm_events
llm_tag_by_llm_events,6,report,6494,5.655,llm_events
llm_tag_by_llm_events,7,review,5248,4.57,llm_events
llm_tag_by_llm_events,8,docs,3335,2.904,llm_events
llm_tag_by_llm_events,9,debug,1816,1.581,llm_events
llm_tag_by_llm_events,10,build,1432,1.247,llm_events
llm_tag_by_llm_events,11,research,1068,0.93,llm_events
llm_tag_by_llm_events,12,trace,566,0.493,llm_events
llm_tag_by_llm_events,13,validate,508,0.442,llm_events
llm_tag_by_llm_events,14,audit,386,0.336,llm_events
llm_tag_by_llm_events,15,uxdesign,357,0.311,llm_events
llm_tag_by_llm_events,16,verify,303,0.264,llm_events
llm_tag_by_llm_events,17,check,294,0.256,llm_events
llm_tag_by_llm_events,18,cleanup,266,0.232,llm_events
llm_tag_by_llm_events,19,benchmark,175,0.152,llm_events
llm_tag_by_llm_events,20,evaluate,173,0.151,llm_events
llm_tag_by_llm_events,21,update,168,0.146,llm_events
llm_tag_by_llm_events,22,cleanse,155,0.135,llm_events
llm_tag_by_llm_events,23,release,131,0.114,llm_events
llm_tag_by_llm_events,24,fix,128,0.111,llm_events
llm_tag_by_llm_events,25,format,113,0.098,llm_events
