project,worktree_id,event_index,event_id,ts_ms,session_id,status,vendor,action_ordinal,artifact_id,identity_known,path,artifact_class,module,operation,stratum,previous_path,fractional_weight
agentsight,e58fce112c6e,12,b5dadb6a3e9c3b99,1772761858106,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,3,frontend/src/app/page.tsx#0,True,frontend/src/app/page.tsx,source,frontend,read,read,,0.2
agentsight,e58fce112c6e,12,b5dadb6a3e9c3b99,1772761858106,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,4,script/run_ssl_analysis.sh#0,True,script/run_ssl_analysis.sh,source,script,read,read,,0.2
agentsight,e58fce112c6e,16,23a8e08f64479c0c,1772761931070,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,0,LICENSE#0,True,LICENSE,paper/docs,repo-root-files,read,read,,0.3333333333333333
agentsight,e58fce112c6e,16,23a8e08f64479c0c,1772761931070,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,1,collector/Cargo.toml#0,True,collector/Cargo.toml,config/build,collector,read,read,,0.3333333333333333
agentsight,e58fce112c6e,16,23a8e08f64479c0c,1772761931070,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,2,frontend/package.json#0,True,frontend/package.json,config/build,frontend,read,read,,0.3333333333333333
agentsight,e58fce112c6e,20,9a8079f98e2b5c4a,1772761960599,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,0,bpf/test_process_filter.c#0,True,bpf/test_process_filter.c,test,bpf,read,read,,0.2
agentsight,e58fce112c6e,20,9a8079f98e2b5c4a,1772761960599,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,1,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,read,read,,0.2
agentsight,e58fce112c6e,20,9a8079f98e2b5c4a,1772761960599,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,2,docs/case-study/reasoning-loop-detection/latest_ai_development/src/latest_ai_development/main.py#0,True,docs/case-study/reasoning-loop-detection/latest_ai_development/src/latest_ai_development/main.py,paper/docs,docs,read,read,,0.2
agentsight,e58fce112c6e,20,9a8079f98e2b5c4a,1772761960599,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,3,frontend/src/app/page.tsx#0,True,frontend/src/app/page.tsx,source,frontend,read,read,,0.2
agentsight,e58fce112c6e,20,9a8079f98e2b5c4a,1772761960599,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,4,script/run_ssl_analysis.sh#0,True,script/run_ssl_analysis.sh,source,script,read,read,,0.2
agentsight,e58fce112c6e,23,1f8ed468e33d5105,1772761996675,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,0,LICENSE#0,True,LICENSE,paper/docs,repo-root-files,read,read,,1.0
agentsight,e58fce112c6e,26,31e8ccb1f9b4e568,1772762024126,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,0,Makefile#0,True,Makefile,config/build,repo-root-files,read,read,,0.3333333333333333
agentsight,e58fce112c6e,26,31e8ccb1f9b4e568,1772762024126,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,1,collector/README.md#0,True,collector/README.md,paper/docs,collector,read,read,,0.3333333333333333
agentsight,e58fce112c6e,26,31e8ccb1f9b4e568,1772762024126,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,2,frontend/package.json#0,True,frontend/package.json,config/build,frontend,read,read,,0.3333333333333333
agentsight,e58fce112c6e,59,7fbdd03a32515e26,1772762274914,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,60,8d5a24b4a87a9a0e,1772762274918,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,0,collector/src/framework/runners/system.rs#0,True,collector/src/framework/runners/system.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,62,85f9b678537672b9,1772762283271,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,0,collector/src/server/web.rs#0,True,collector/src/server/web.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,66,4d4ae595b204fd53,1772762312413,codex:019cc0d4-edae-7e81-92e2-239691fed904,ok,codex,0,collector/src/server/assets.rs#0,True,collector/src/server/assets.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,74,874f2cf0649e1226,1779831133291,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,75,be10bb6f43e0cf0c,1779831133291,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,76,d29201a25c0b0b6e,1779831133338,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/server/web.rs#0,True,collector/src/server/web.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,77,f4c21a77b6e8be01,1779831133338,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,frontend/src/app/page.tsx#0,True,frontend/src/app/page.tsx,source,frontend,read,read,,1.0
agentsight,e58fce112c6e,78,1f274d7d0fe62b25,1779831138849,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,frontend/src/app/page.tsx#0,True,frontend/src/app/page.tsx,source,frontend,read,read,,1.0
agentsight,e58fce112c6e,79,e6d74ded38e53d4e,1779831138852,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,80,35788fc61627949c,1779831138894,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,frontend/src/types/event.ts#0,True,frontend/src/types/event.ts,source,frontend,read,read,,1.0
agentsight,e58fce112c6e,81,1b000fd2d1787552,1779831138895,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,README.md#0,True,README.md,paper/docs,repo-root-files,read,read,,1.0
agentsight,e58fce112c6e,82,1ae3c9e477121567,1779831145256,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,README.md#0,True,README.md,paper/docs,repo-root-files,read,read,,1.0
agentsight,e58fce112c6e,86,1a0488d33384d7b1,1779831153853,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/analyzers/otel_exporter.rs#0,True,collector/src/framework/analyzers/otel_exporter.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,87,4c1c48becbdcdc63,1779831153853,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/analyzers/otel_exporter.rs#0,True,collector/src/framework/analyzers/otel_exporter.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,88,4860b276f218e205,1779831153893,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,frontend/src/utils/eventParsers.ts#0,True,frontend/src/utils/eventParsers.ts,source,frontend,read,read,,1.0
agentsight,e58fce112c6e,89,77b10b8dad7139c4,1779831153895,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,frontend/src/components/ResourceMetricsView.tsx#0,True,frontend/src/components/ResourceMetricsView.tsx,source,frontend,read,read,,1.0
agentsight,e58fce112c6e,90,deab6836e53dd2f9,1779831159566,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,frontend/src/utils/eventParsers.ts#0,True,frontend/src/utils/eventParsers.ts,source,frontend,read,read,,1.0
agentsight,e58fce112c6e,91,7cd1e5f4e7e6ec8d,1779831159569,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,frontend/src/components/ResourceMetricsView.tsx#0,True,frontend/src/components/ResourceMetricsView.tsx,source,frontend,read,read,,1.0
agentsight,e58fce112c6e,92,393ed67aa52ceb9a,1779831159614,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/analyzers/file_logger.rs#0,True,collector/src/framework/analyzers/file_logger.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,93,ec67767e222fc86b,1779831159614,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/core/events.rs#0,True,collector/src/framework/core/events.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,94,590c7d90feff0629,1779831169413,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,95,2dbf926d35799868,1779831169454,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/server/web.rs#0,True,collector/src/server/web.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,96,df7bc8e929bf4368,1779831169454,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,frontend/src/app/page.tsx#0,True,frontend/src/app/page.tsx,source,frontend,read,read,,1.0
agentsight,e58fce112c6e,97,96baa5142653ef72,1779831169454,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/analyzers/otel_exporter.rs#0,True,collector/src/framework/analyzers/otel_exporter.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,98,3d3dab9eb7d0bba8,1779831177966,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,99,381a00dac65bce9e,1779831177971,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/analyzers/file_logger.rs#0,True,collector/src/framework/analyzers/file_logger.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,103,704079c17426583a,1779831185386,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,docs/openclaw.md#0,True,docs/openclaw.md,paper/docs,docs,read,read,,1.0
agentsight,e58fce112c6e,104,71245a3a45d32495,1779831185423,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/mcp/DESIGN.md#0,True,collector/mcp/DESIGN.md,paper/docs,collector,read,read,,1.0
agentsight,e58fce112c6e,105,ed027597183b50b3,1779831185423,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/Cargo.toml#0,True,collector/Cargo.toml,config/build,collector,read,read,,1.0
agentsight,e58fce112c6e,106,d9e603af7a700616,1779831192240,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,frontend/src/i18n/locales/zh.ts#0,True,frontend/src/i18n/locales/zh.ts,source,frontend,read,read,,1.0
agentsight,e58fce112c6e,107,26ae8b43e828a079,1779831192241,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,frontend/src/i18n/locales/en.ts#0,True,frontend/src/i18n/locales/en.ts,source,frontend,read,read,,1.0
agentsight,e58fce112c6e,108,8757ba24d5524124,1779831192284,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,frontend/src/components/ProcessTreeView.tsx#0,True,frontend/src/components/ProcessTreeView.tsx,source,frontend,read,read,,1.0
agentsight,e58fce112c6e,109,01895da1d9cb24e5,1779831192284,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,frontend/src/components/log/LogView.tsx#0,True,frontend/src/components/log/LogView.tsx,result/figure/log,frontend,read,read,,1.0
agentsight,e58fce112c6e,111,73856f3d0d1e19a7,1779831802763,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,docs/design/frontend/README.md#0,True,docs/design/frontend/README.md,paper/docs,docs,read,read,,1.0
agentsight,e58fce112c6e,112,61a37b39717843e2,1779831802764,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/DESIGN.md#0,True,collector/DESIGN.md,paper/docs,collector,read,read,,1.0
agentsight,e58fce112c6e,113,1acc2ca61c7aee60,1779831802764,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,docs/design/opentelemetry_setup.md#0,True,docs/design/opentelemetry_setup.md,paper/docs,docs,read,read,,1.0
agentsight,e58fce112c6e,115,2bed1c55986b9054,1779832010334,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,docs/design/production-observability/README.md#0,True,docs/design/production-observability/README.md,paper/docs,docs,create,mutation,,0.3333333333333333
agentsight,e58fce112c6e,115,2bed1c55986b9054,1779832010334,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,1,docs/design/production-observability/REFACTOR_PLAN.md#0,True,docs/design/production-observability/REFACTOR_PLAN.md,paper/docs,docs,create,mutation,,0.3333333333333333
agentsight,e58fce112c6e,115,2bed1c55986b9054,1779832010334,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,2,docs/design/production-observability/TESTING.md#0,True,docs/design/production-observability/TESTING.md,paper/docs,docs,create,mutation,,0.3333333333333333
agentsight,e58fce112c6e,120,44bf6064230ab036,1779832027505,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,docs/design/production-observability/README.md#0,True,docs/design/production-observability/README.md,paper/docs,docs,read,read,,1.0
agentsight,e58fce112c6e,121,b75b320660a813aa,1779832027540,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,docs/design/production-observability/TESTING.md#0,True,docs/design/production-observability/TESTING.md,paper/docs,docs,read,read,,1.0
agentsight,e58fce112c6e,122,dd05dd7b242dfc49,1779832027541,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,docs/design/production-observability/REFACTOR_PLAN.md#0,True,docs/design/production-observability/REFACTOR_PLAN.md,paper/docs,docs,read,read,,1.0
agentsight,e58fce112c6e,123,e4abc0d2735dbe7c,1779833350206,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,docs/design/production-observability/TESTING.md#0,True,docs/design/production-observability/TESTING.md,paper/docs,docs,write,mutation,,1.0
agentsight,e58fce112c6e,125,cc18f153586b60ef,1779833356006,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,docs/design/production-observability/TESTING.md#0,True,docs/design/production-observability/TESTING.md,paper/docs,docs,read,read,,1.0
agentsight,e58fce112c6e,128,fa5d527ed1ec99a0,1779834689493,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/analyzers/mod.rs#0,True,collector/src/framework/analyzers/mod.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,129,9a7852bd63a04aba,1779834689495,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/runners/common.rs#0,True,collector/src/framework/runners/common.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,130,828564990732f9d1,1779834689539,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/analyzers/http_parser.rs#0,True,collector/src/framework/analyzers/http_parser.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,131,ad3d6f2b4a48a67b,1779834689539,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/analyzers/event.rs#0,True,collector/src/framework/analyzers/event.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,132,5f37d48d665aabc5,1779834695387,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/runners/common.rs#0,True,collector/src/framework/runners/common.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,133,bdf0d52353c68a4c,1779834695389,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/runners/mod.rs#0,True,collector/src/framework/runners/mod.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,134,80e1a93616a959da,1779834695492,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/runners/fake.rs#0,True,collector/src/framework/runners/fake.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,135,3a8acb9e0898849b,1779834695493,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/mod.rs#0,True,collector/src/framework/mod.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,136,dbf32e0db123cbd7,1779834734902,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/analyzers/sse_processor.rs#0,True,collector/src/framework/analyzers/sse_processor.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,137,a216a4774949756b,1779834734946,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/analyzers/sse_processor.rs#0,True,collector/src/framework/analyzers/sse_processor.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,138,4b1011c3796e76ae,1779834739760,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/framework/analyzers/sse_processor.rs#0,True,collector/src/framework/analyzers/sse_processor.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,139,adaa13a5d8738cf3,1779834752745,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,collector/Cargo.toml#0,True,collector/Cargo.toml,config/build,collector,write,mutation,,1.0
agentsight,e58fce112c6e,140,e02b89800458e0e1,1779834757194,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,collector/src/framework/mod.rs#0,True,collector/src/framework/mod.rs,source,collector,write,mutation,,1.0
agentsight,e58fce112c6e,141,b5d5ae849118e589,1779834834362,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,collector/src/framework/semantic/event.rs#0,True,collector/src/framework/semantic/event.rs,source,collector,create,mutation,,0.3333333333333333
agentsight,e58fce112c6e,141,b5d5ae849118e589,1779834834362,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,1,collector/src/framework/semantic/llm.rs#0,True,collector/src/framework/semantic/llm.rs,source,collector,create,mutation,,0.3333333333333333
agentsight,e58fce112c6e,141,b5d5ae849118e589,1779834834362,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,2,collector/src/framework/semantic/mod.rs#0,True,collector/src/framework/semantic/mod.rs,source,collector,create,mutation,,0.3333333333333333
agentsight,e58fce112c6e,142,f1b0b729af71b275,1779834981354,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,collector/src/framework/storage/analyzer.rs#0,True,collector/src/framework/storage/analyzer.rs,source,collector,create,mutation,,0.3333333333333333
agentsight,e58fce112c6e,142,f1b0b729af71b275,1779834981354,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,1,collector/src/framework/storage/mod.rs#0,True,collector/src/framework/storage/mod.rs,source,collector,create,mutation,,0.3333333333333333
agentsight,e58fce112c6e,142,f1b0b729af71b275,1779834981354,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,2,collector/src/framework/storage/sqlite.rs#0,True,collector/src/framework/storage/sqlite.rs,source,collector,create,mutation,,0.3333333333333333
agentsight,e58fce112c6e,143,5538f58a5a0ee83e,1779835048243,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,collector/adapters/sql/anthropic/project_token_usage.sql#0,True,collector/adapters/sql/anthropic/project_token_usage.sql,other,collector,create,mutation,,0.16666666666666666
agentsight,e58fce112c6e,143,5538f58a5a0ee83e,1779835048243,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,1,collector/adapters/sql/claude-code/project_sessions.sql#0,True,collector/adapters/sql/claude-code/project_sessions.sql,other,collector,create,mutation,,0.16666666666666666
agentsight,e58fce112c6e,143,5538f58a5a0ee83e,1779835048243,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,2,collector/adapters/sql/claude-code/project_tool_calls.sql#0,True,collector/adapters/sql/claude-code/project_tool_calls.sql,other,collector,create,mutation,,0.16666666666666666
agentsight,e58fce112c6e,143,5538f58a5a0ee83e,1779835048243,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,3,collector/adapters/sql/openclaw/project_sessions.sql#0,True,collector/adapters/sql/openclaw/project_sessions.sql,other,collector,create,mutation,,0.16666666666666666
agentsight,e58fce112c6e,143,5538f58a5a0ee83e,1779835048243,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,4,collector/src/framework/adapters/mod.rs#0,True,collector/src/framework/adapters/mod.rs,source,collector,create,mutation,,0.16666666666666666
agentsight,e58fce112c6e,143,5538f58a5a0ee83e,1779835048243,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,5,collector/src/framework/adapters/sql_adapter.rs#0,True,collector/src/framework/adapters/sql_adapter.rs,source,collector,create,mutation,,0.16666666666666666
agentsight,e58fce112c6e,144,d50cb90e4093b9f8,1779835070692,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,write,mutation,,1.0
agentsight,e58fce112c6e,145,ebc7fe598e1e162e,1779835073877,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,146,088af7571d218363,1779835079448,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,147,117c88f3f26d4318,1779835082880,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,148,b9a52b07a2cdfa35,1779835088182,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,collector/src/framework/adapters/mod.rs#0,True,collector/src/framework/adapters/mod.rs,source,collector,write,mutation,,1.0
agentsight,e58fce112c6e,149,4be23c0cfea385f1,1779835108131,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,write,mutation,,1.0
agentsight,e58fce112c6e,150,4005d7bc34a91ee1,1779835120177,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,write,mutation,,1.0
agentsight,e58fce112c6e,151,7c6231074160b364,1779835143015,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,write,mutation,,1.0
agentsight,e58fce112c6e,152,d88607eddb92cc51,1779835148806,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,write,mutation,,1.0
agentsight,e58fce112c6e,153,88b554fb4341c09e,1779835155650,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,write,mutation,,1.0
agentsight,e58fce112c6e,155,b6068ec33cc45a9a,1779835164175,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,156,e8bca421621548ea,1779835168089,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,157,af3f3ba247820b5a,1779835174454,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,write,mutation,,1.0
agentsight,e58fce112c6e,158,3fa86b38cffe14df,1779835180650,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,ok,codex,0,collector/src/main.rs#0,True,collector/src/main.rs,source,collector,read,read,,1.0
agentsight,e58fce112c6e,162,31dcd8a36e634c09,1779835208716,codex:019e6632-cfcb-7dd3-878d-3ce797b571f4,observed,codex,0,collector/adapters/sql/claude-code/project_sessions.sql#0,True,collector/adapters/sql/claude-code/project_sessions.sql,other,collector,write,mutation,,0.5
