project,vendor,session_id,source_file,source_role_rule,readable,parsed,bytes,sha256,parse_error,native_source_kind,native_source_app,human_bearing_source
ActPlane,claude,claude:246029ca-1cda-47a4-9a34-973c3c704c24,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/246029ca-1cda-47a4-9a34-973c3c704c24.jsonl,root,True,True,6025461,fedfe37c3d26904d9d876251ae0c32c28c52c2f1f3d4b3463d557b09edcc4f3d,,unknown,unknown,True
ActPlane,claude,claude:2a49a297-1f98-4407-848c-47ac6e223cc6,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/2a49a297-1f98-4407-848c-47ac6e223cc6.jsonl,root,True,True,4955374,af550fc0f93cf2cc4d315d6d0427e38d22035b03087bd85d91506c247f638337,,unknown,unknown,True
ActPlane,claude,claude:34ae67ce-04dd-4b4b-b940-f7134b5e4dbf,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/34ae67ce-04dd-4b4b-b940-f7134b5e4dbf.jsonl,root,True,True,241229,644bacf564b118fc10c3af02931fb6607ac673365c773b1ebc9fb65c75b95dae,,unknown,unknown,True
ActPlane,claude,claude:393f5e75-5e69-4577-8b87-2650cedb497d,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/393f5e75-5e69-4577-8b87-2650cedb497d.jsonl,root,True,True,315608,66300321f7741472a71ed3e43f28634ded606565320cafa78e3eb9d0f474f76f,,unknown,unknown,True
ActPlane,claude,claude:3bfa6632-02db-43d0-af47-9c23f6508142,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/3bfa6632-02db-43d0-af47-9c23f6508142.jsonl,root,True,True,1762383,f4af44f1e4e0e9d3b7531a8626c53466942a12fa6c752380bd8c36150ece837d,,unknown,unknown,True
ActPlane,claude,claude:3d4a3d7b-1732-4142-83b6-8da1a8dfbd5c,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/3d4a3d7b-1732-4142-83b6-8da1a8dfbd5c.jsonl,root,True,True,335212,a7067687d8f140b47427b0422e37b5bb91374c9713470a7f4e2f43bc55f90165,,unknown,unknown,True
ActPlane,claude,claude:47e5bf9f-e50e-41cc-aefa-caa6f7f8c61d,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/47e5bf9f-e50e-41cc-aefa-caa6f7f8c61d.jsonl,root,True,True,110560,f81000dbc5d1b6b4183c6da59dec7ea20201d4ba2a4dfea75d30a83a290e2ba8,,unknown,unknown,True
ActPlane,claude,claude:4baa7d18-aef3-49bb-92c7-88330a60a1ae,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/4baa7d18-aef3-49bb-92c7-88330a60a1ae.jsonl,root,True,True,429093,992243a06c47916469acad2e03b630e443edc55dbe90018dc6899480083c2f16,,unknown,unknown,True
ActPlane,claude,claude:565172de-c87a-47fb-95e4-6f2b994e2ee3,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/565172de-c87a-47fb-95e4-6f2b994e2ee3.jsonl,root,True,True,4506420,4773b5e934219dcc9515ce4bf9f2acc01e55ebd36c4d4f2e7e9ee82a8a9a795c,,unknown,unknown,True
ActPlane,claude,claude:575be6e0-adf8-4334-8b69-647cb12f3506,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/575be6e0-adf8-4334-8b69-647cb12f3506.jsonl,root,True,True,2253553,033bad5fc974a3847570d93ba67ac2458c2f0482bdce9d4f5817318ac9602c3d,,unknown,unknown,True
ActPlane,claude,claude:5820ca50-54ca-47f4-b7bc-17a949f0a5c8,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/5820ca50-54ca-47f4-b7bc-17a949f0a5c8.jsonl,root,True,True,5710769,13fb965d385d533247a424065fee85fa3f88e579ca0f94963b0b5fbd6c1fe52d,,unknown,unknown,True
ActPlane,claude,claude:5e275eed-7938-4534-ad1a-bd4539296ff4,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/5e275eed-7938-4534-ad1a-bd4539296ff4.jsonl,root,True,True,1481130,afb0846aad7a11e077100fee312877f39324f82db3fb215d92dd0d648e919cd1,,unknown,unknown,True
ActPlane,claude,claude:6235f58d-87ab-45b1-a97a-084f3f0afe95,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/6235f58d-87ab-45b1-a97a-084f3f0afe95.jsonl,root,True,True,3387522,01c27de0c937ca1085495abacfbd016fbfbd03e7eb9269c2cad2f18a3d2ae60c,,unknown,unknown,True
ActPlane,claude,claude:68f17230-b540-44db-9166-44828b8eb1e4,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/68f17230-b540-44db-9166-44828b8eb1e4.jsonl,root,True,True,1844714,05357c8302c45d1fb724ac7bbb147085cd96fe4e5d2afdba90ace99365f842d2,,unknown,unknown,True
ActPlane,claude,claude:6adfbde0-886f-47e3-8f11-f784ecc812e1,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/6adfbde0-886f-47e3-8f11-f784ecc812e1.jsonl,root,True,True,285575,65d8294bd1a65434193823b0c8f90edb4040ae3f3950b207039f8e685f36f03c,,unknown,unknown,True
ActPlane,claude,claude:751b5619-2e3b-4583-97ad-46bcc1faa0a4,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/751b5619-2e3b-4583-97ad-46bcc1faa0a4.jsonl,root,True,True,550591,7cd61b12f2720e3983012f1e74eef799a32e9ebd6d3c0e60e86072e0763a137d,,unknown,unknown,True
ActPlane,claude,claude:8208f013-9163-452f-929b-c8675e300bdc,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/8208f013-9163-452f-929b-c8675e300bdc.jsonl,root,True,True,483635,b7ed43aeb2fe9208d76ac39f131b4f9ce350aa346965510b1747e1692723c11e,,unknown,unknown,True
ActPlane,claude,claude:83c2ff29-c8ea-427d-bd60-4b028316e7e1,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/83c2ff29-c8ea-427d-bd60-4b028316e7e1.jsonl,root,True,True,10853624,a18ce6befaa7f298d382328e0bde914d50811e834a6730bb1fdf46b23d2edd6e,,unknown,unknown,True
ActPlane,claude,claude:8453b6f8-8446-458f-a436-b00a060e8fd0,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/8453b6f8-8446-458f-a436-b00a060e8fd0.jsonl,root,True,True,23625,67ef6810ccd9ee73f00f84d9b9f84f045f52a9dc225714c0690fd20857b18807,,unknown,unknown,True
ActPlane,claude,claude:84fc0601-e10c-4ec3-9e9a-9d613bcaa523,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/84fc0601-e10c-4ec3-9e9a-9d613bcaa523.jsonl,root,True,True,145066,14bd5efa3e978a2ba0dcfbf596538744a73ca250e046d7e2c8c4b7a1bbb7b0af,,unknown,unknown,True
ActPlane,claude,claude:8a4a5988-b244-4a20-a998-604f5f23598a,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/8a4a5988-b244-4a20-a998-604f5f23598a.jsonl,root,True,True,5969360,4ac14a7a0f4c3e2ac2aebd97afa22688be78715e5e324879d0fded55698ace1c,,unknown,unknown,True
ActPlane,claude,claude:8f70eccf-1f9f-481b-b424-213cdbf2ace3,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/8f70eccf-1f9f-481b-b424-213cdbf2ace3.jsonl,root,True,True,277119,2ca1500deba5928b6f2b9d97be3eb2013eea29929f2ffe2bbae8d1812a218cb3,,unknown,unknown,True
ActPlane,claude,claude:940a8ed6-e954-485f-b827-4246ee0abfe7,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/940a8ed6-e954-485f-b827-4246ee0abfe7.jsonl,root,True,True,1216256,9e17dc1731400e55bf6e8608679340335d7d7705ff990c13d9c7e85ed0d53807,,unknown,unknown,True
ActPlane,claude,claude:94fdeb3f-d613-483e-9757-3e800a471e06,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/94fdeb3f-d613-483e-9757-3e800a471e06.jsonl,root,True,True,432874,15f9c95f9faba61be00ddb39dbbc37ae0d9a870d87dd15a80f94400397d9ac65,,unknown,unknown,True
ActPlane,claude,claude:957427d9-e4f5-4f44-a06a-cfb7f1ac6406,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/957427d9-e4f5-4f44-a06a-cfb7f1ac6406.jsonl,root,True,True,207701,a8f0c4f8f503efefc8882950521cf523ce96813dacc5fe39508ee1920b433a52,,unknown,unknown,True
ActPlane,claude,claude:9734dd6c-3060-4fcc-9a77-ea8aa6aa3622,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/9734dd6c-3060-4fcc-9a77-ea8aa6aa3622.jsonl,root,True,True,12544893,bbd8b43a892be44c6d198f01e4fa905693e7b36d8dc9a85fff81bb315553958b,,unknown,unknown,True
ActPlane,claude,claude:9f90ae40-15c1-4904-bf19-89365946fe27,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/9f90ae40-15c1-4904-bf19-89365946fe27.jsonl,root,True,True,57156,2cb176069575bec2433aca71c6517ae1a9bb448dc80572c0d46f886e3222b815,,unknown,unknown,True
ActPlane,claude,claude:a10d7461-1a32-427e-bf27-1eaacaff89f9,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/a10d7461-1a32-427e-bf27-1eaacaff89f9.jsonl,root,True,True,12172196,73e7349a6bab4a22a689f707c4ba23a045630d48e6726cfaf48f58d6e1d2942b,,unknown,unknown,True
ActPlane,claude,claude:a83673a5-5b97-4ad2-9ddb-42543f313326,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/a83673a5-5b97-4ad2-9ddb-42543f313326.jsonl,root,True,True,350721,47fd7dad42e751941b8f9973680b371301b9d7db50a48c0a4c1502c6531c902b,,unknown,unknown,True
ActPlane,claude,claude:a98c7ab6-816c-4e9a-ae37-4244d2c27893,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/a98c7ab6-816c-4e9a-ae37-4244d2c27893.jsonl,root,True,True,21161047,8a6a6d5f005b3513293b5478e6b0aa9056047fbe8d365447f8d55aab2d28ebdb,,unknown,unknown,True
ActPlane,claude,claude:ab39474c-6c6c-45cf-b76c-e90073cc1422,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/ab39474c-6c6c-45cf-b76c-e90073cc1422.jsonl,root,True,True,1380992,3a7728d06a68b01c42e58245b8e56de7d1e0148e9c88bdf750359335d168621a,,unknown,unknown,True
ActPlane,claude,claude:acc85540-7200-40c3-a2d5-b6efe809d639,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/acc85540-7200-40c3-a2d5-b6efe809d639.jsonl,root,True,True,11236180,e9f3767abc032ce0448adfe7ddbb08897dfb391db8be93b6eb790d1bcdb53190,,unknown,unknown,True
ActPlane,claude,claude:ae1cdaec-2199-42d9-b784-818644ddb2da,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/ae1cdaec-2199-42d9-b784-818644ddb2da.jsonl,root,True,True,2491557,a54929ffa53984174f1b2330295a722f13df6613c5872ed285e38ad858ccd86e,,unknown,unknown,True
ActPlane,claude,claude:ba131431-9803-492b-bf0e-c49e7224a417,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/ba131431-9803-492b-bf0e-c49e7224a417.jsonl,root,True,True,271202,6cfa87515cdccad343ed216e07abca6b0edf3f41deded53da5ad7b4f46616a93,,unknown,unknown,True
ActPlane,claude,claude:bd4e0ea2-d2e8-441d-ac95-637d02e4e028,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/bd4e0ea2-d2e8-441d-ac95-637d02e4e028.jsonl,root,True,True,463036,ae1d6741ff3417b2022e053bf71eb860a3738ad9ce938c4f74e9a6d961720a14,,unknown,unknown,True
ActPlane,claude,claude:bef98df8-6a5b-47fc-ad53-cd4c2f97bfe0,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/bef98df8-6a5b-47fc-ad53-cd4c2f97bfe0.jsonl,root,True,True,1442773,a1fb7899ea346e8d34efa5d25c7b6b951d7284f816c6715e2ae66cb2041e0e8a,,unknown,unknown,True
ActPlane,claude,claude:c1980e0b-f144-4f83-8fdf-07a4c99a1417,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/c1980e0b-f144-4f83-8fdf-07a4c99a1417.jsonl,root,True,True,8365405,dcb9776e7b50c9f1d088c5412e3850938965ee9d30be41c8a81091766568f20c,,unknown,unknown,True
ActPlane,claude,claude:c93aa37c-6144-4ff2-b608-79ac5041e957,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/c93aa37c-6144-4ff2-b608-79ac5041e957.jsonl,root,True,True,190215,7f1d90b10c1515df2a9a84efd70f078f28654c85f88b59f93f40bd4a6e1240bb,,unknown,unknown,True
ActPlane,claude,claude:d1bf41f8-e19c-43b9-afc0-050336bc9342,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/d1bf41f8-e19c-43b9-afc0-050336bc9342.jsonl,root,True,True,231999,a8baf25f9d5b1a901af22d544c0c4aad6e07e5bbb50bd37827283b158fe6986d,,unknown,unknown,True
ActPlane,claude,claude:d1fa99b3-9a2d-4016-8847-e4158e1a0b5d,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/d1fa99b3-9a2d-4016-8847-e4158e1a0b5d.jsonl,root,True,True,25556308,c8850bca8d9f2eeaa34206f0bab6d51a5a292823d2dd8037199b082ab73a6cf2,,unknown,unknown,True
ActPlane,claude,claude:d4a7e600-ed86-490f-84e8-ff75abd40b58,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/d4a7e600-ed86-490f-84e8-ff75abd40b58.jsonl,root,True,True,67821,52fcb8872b3c3166b2d2c0a02bba10f8dae48ade3a86bf0389e46b646d5d52be,,unknown,unknown,True
ActPlane,claude,claude:d7701a9c-3ad5-4f4c-bdb4-25ed64e93f8d,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/d7701a9c-3ad5-4f4c-bdb4-25ed64e93f8d.jsonl,root,True,True,70721,3751556a9d603f9e473ab5a753f6c10bf0e7ff57c54d1fe1eb93113612d55dbf,,unknown,unknown,True
ActPlane,claude,claude:e397e0a1-82be-4934-958d-534cbbf73bb6,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/e397e0a1-82be-4934-958d-534cbbf73bb6.jsonl,root,True,True,808698,e63d3924dbfc3905a4ca24d6cfb2c9a6ba1b55038f669b67c2067da27108fc6f,,unknown,unknown,True
ActPlane,claude,claude:e3a49a06-17b8-406d-8f7d-d16392bacaad,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/e3a49a06-17b8-406d-8f7d-d16392bacaad.jsonl,root,True,True,116290,6bcce45c66c047add1782cdeeb6e7fd615c9125a7667156535b85a34b0e48d1f,,unknown,unknown,True
ActPlane,claude,claude:e3f436c8-565c-47b3-8b7f-aef50e1a5944,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/e3f436c8-565c-47b3-8b7f-aef50e1a5944.jsonl,root,True,True,2403489,81ec4e8c107b97d826457c733169b99f4ea8726fb6bce7b772898fc65375bfb7,,unknown,unknown,True
ActPlane,claude,claude:eafbe003-3955-4c43-a7bd-40e35713355b,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/eafbe003-3955-4c43-a7bd-40e35713355b.jsonl,root,True,True,4024796,0d7f3a7e798d1d0b9b1be9bfbefa3d5c68a7f7599c17379f99360a331870ae34,,unknown,unknown,True
ActPlane,claude,claude:ebd827f7-ebcf-4c79-a0a3-5e898b1d1438,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/ebd827f7-ebcf-4c79-a0a3-5e898b1d1438.jsonl,root,True,True,722744,f0eaf4a85aa8373b15c995cd5d66a34fbf3b27d3ed317bee8c04dcab42e6c127,,unknown,unknown,True
ActPlane,claude,claude:ef771bc4-a508-42e5-bc31-54229d9db75f,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/ef771bc4-a508-42e5-bc31-54229d9db75f.jsonl,root,True,True,482023,6763d32438c777a5f29b73a51ca8b74faee1017b6e7759a46efd542934053666,,unknown,unknown,True
ActPlane,claude,claude:f3978a30-51b3-4289-89ed-409a47396250,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/f3978a30-51b3-4289-89ed-409a47396250.jsonl,root,True,True,4425630,519d455b0e69a060753b884da39fa9b6e6b2b7e701d9f0ecc7468adefb3d627d,,unknown,unknown,True
ActPlane,claude,claude:f4e6e281-70a4-4a5a-a14f-80268e7b889d,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/f4e6e281-70a4-4a5a-a14f-80268e7b889d.jsonl,root,True,True,555716,1aff0bb9a4aba0c863f9c31b353f22767b469f534e1148ba6a80b280bba457c1,,unknown,unknown,True
ActPlane,claude,claude:f552d9c3-7441-4bf7-b34e-c873a9f2bd46,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/f552d9c3-7441-4bf7-b34e-c873a9f2bd46.jsonl,root,True,True,1279222,cffb7a332671f087b38104f7cc30a4904a8eea0f7b98a7a9ba9a13a0463ab544,,unknown,unknown,True
ActPlane,claude,claude:f59f246d-712f-4bf2-8e0d-da7b04f61afe,/home/yunwei37/.claude/projects/-home-yunwei37-workspace-ActPlane/f59f246d-712f-4bf2-8e0d-da7b04f61afe.jsonl,root,True,True,14392933,8ae159476583737ad1a3b652abedc81ee169ba04477c1f09c9822ebd80e84727,,unknown,unknown,True
ActPlane,codex,codex:019e5330-9be0-7382-a97a-4c877af56b82,/home/yunwei37/.codex/sessions/2026/05/22/rollout-2026-05-22T21-55-55-019e5330-9be0-7382-a97a-4c877af56b82.jsonl,user,True,True,147106,afd06a2b7ffca8a5b153b310526af0506e9ca28ab209276fd5bb4800eebd2bca,,user,cli,True
ActPlane,codex,codex:019e5368-8831-7241-a4e7-0bd2214170fe,/home/yunwei37/.codex/sessions/2026/05/22/rollout-2026-05-22T22-57-00-019e5368-8831-7241-a4e7-0bd2214170fe.jsonl,user,True,True,7540837,9de2aba2844345d714f513da339e569d8edcbf3d79172caf986a4681b5edc271,,user,cli,True
ActPlane,codex,codex:019e5368-8831-7241-a4e7-0bd2214170fe,/home/yunwei37/.codex/sessions/2026/05/23/rollout-2026-05-23T17-25-47-019e575f-a9c6-7ae2-b13e-05985fc004a9.jsonl,user,True,True,1700822,e226f28bd2378ace688657cb86afe9151838084253819bdcfc720e4545c5fd9d,,subagent,subagent,False
ActPlane,codex,codex:019e56c1-cc4f-7c33-9958-7253c390d1f7,/home/yunwei37/.codex/sessions/2026/05/23/rollout-2026-05-23T14-33-21-019e56c1-cc4f-7c33-9958-7253c390d1f7.jsonl,user,True,True,34858,eb212fa787c210e50f13bbd8902e161f4bf11f8f66e76757cc30113937fdbb2b,,user,exec,True
ActPlane,codex,codex:019e56c2-032c-7a02-a6dc-0afe1fc6049c,/home/yunwei37/.codex/sessions/2026/05/23/rollout-2026-05-23T14-33-35-019e56c2-032c-7a02-a6dc-0afe1fc6049c.jsonl,user,True,True,34801,7678dd08ccc2cf01622c9f03f5b44d623aad9c94eb5b135095a77858b45f0128,,user,exec,True
ActPlane,codex,codex:019e56c2-3fee-74f1-b6fd-5641a89ae75c,/home/yunwei37/.codex/sessions/2026/05/23/rollout-2026-05-23T14-33-51-019e56c2-3fee-74f1-b6fd-5641a89ae75c.jsonl,user,True,True,34804,e763248dc1fe0ce46c6b588bf603eb959dc012581f223f15141836181c76f789,,user,exec,True
ActPlane,codex,codex:019e56c2-8152-73e1-8f7b-9919611f1983,/home/yunwei37/.codex/sessions/2026/05/23/rollout-2026-05-23T14-34-08-019e56c2-8152-73e1-8f7b-9919611f1983.jsonl,user,True,True,36275,1d1f39ccf1c0c91c924c70da8819be4a4e64da6220cc55742edce985d75961e2,,user,exec,True
ActPlane,codex,codex:019e56c2-fe92-7380-bc7e-a11ebf89ecb5,/home/yunwei37/.codex/sessions/2026/05/23/rollout-2026-05-23T14-34-40-019e56c2-fe92-7380-bc7e-a11ebf89ecb5.jsonl,user,True,True,34806,05e80ca6042b5782ff6fe1d815aa1ebff79b298b8145b7c34c2d22fec69b5bdc,,user,exec,True
ActPlane,codex,codex:019e56c3-a6cc-7fd3-b639-2922fdf0ae9d,/home/yunwei37/.codex/sessions/2026/05/23/rollout-2026-05-23T14-35-23-019e56c3-a6cc-7fd3-b639-2922fdf0ae9d.jsonl,user,True,True,34851,553a77bff8582a1dbca33c9de449577bf45aefe63cbc2f399610ef8d5fbddd93,,user,exec,True
ActPlane,codex,codex:019e56df-0b23-7713-b77b-1fb654e48f58,/home/yunwei37/.codex/sessions/2026/05/23/rollout-2026-05-23T15-05-18-019e56df-0b23-7713-b77b-1fb654e48f58.jsonl,user,True,True,49727,b95c73295a45ddb77b504408c5102a128b2ee38899999d4448022853202ca967,,user,cli,True
ActPlane,codex,codex:019e58d2-4a46-7850-b8ff-4d1187b05e5f,/home/yunwei37/.codex/sessions/2026/05/24/rollout-2026-05-24T00-10-37-019e58d2-4a46-7850-b8ff-4d1187b05e5f.jsonl,user,True,True,50823,66aca204bbc71c62267324fd4d8b1e7baca7d53fb8be6fdcda9a28cabc47c0bd,,user,exec,True
ActPlane,codex,codex:019e58d5-1ccc-73a1-ab44-1dbf1ca6569b,/home/yunwei37/.codex/sessions/2026/05/24/rollout-2026-05-24T00-13-42-019e58d5-1ccc-73a1-ab44-1dbf1ca6569b.jsonl,user,True,True,372109,9757b317a48738fda18132ddafa085b7988dac7edce86973c75b6bac246d5993,,user,exec,True
ActPlane,codex,codex:019e58dd-87ec-7e81-8cf0-6078a4c22482,/home/yunwei37/.codex/sessions/2026/05/24/rollout-2026-05-24T00-22-53-019e58dd-87ec-7e81-8cf0-6078a4c22482.jsonl,user,True,True,668263,1e262c5232a92e04dd4011b7a7c62281e086997166999892cd776917f8a15e30,,user,exec,True
ActPlane,codex,codex:019e6c85-f596-7aa3-97e8-e838b99542db,/home/yunwei37/.codex/sessions/2026/05/27/rollout-2026-05-27T19-59-39-019e6c85-f596-7aa3-97e8-e838b99542db.jsonl,user,True,True,205671,2fa0cccf5a98d57e510893c414ab5c7fa294b114eff45ced103e0441de88b99b,,user,cli,True
ActPlane,codex,codex:019e6cc9-a740-7983-b0b2-a7e9bdebd47c,/home/yunwei37/.codex/sessions/2026/05/27/rollout-2026-05-27T21-13-35-019e6cc9-a740-7983-b0b2-a7e9bdebd47c.jsonl,user,True,True,889248,6a696f9f3ac41ad77c2be67a4021a59dfb81e70bc206badcf4719d09e501788d,,user,cli,True
ActPlane,codex,codex:019e70de-92fe-7e01-92e6-7424f0a2ea69,/home/yunwei37/.codex/sessions/2026/05/28/rollout-2026-05-28T16-14-55-019e70de-92fe-7e01-92e6-7424f0a2ea69.jsonl,user,True,True,751488,075ff73b5004f218ccbc9816ffece9768b248f660a5fad1b6b3bf2fa6ca3cc32,,user,cli,True
ActPlane,codex,codex:019e70e5-3b4c-7f70-b511-d52151361901,/home/yunwei37/.codex/sessions/2026/05/28/rollout-2026-05-28T16-22-11-019e70e5-3b4c-7f70-b511-d52151361901.jsonl,user,True,True,196115,311cf671ce40dd4ab4b809df4122cb8d62dbdc6cb16ed1d936172678c789a9dc,,user,exec,True
ActPlane,codex,codex:019e70e5-c2ae-72c3-a05d-eea95fd72020,/home/yunwei37/.codex/sessions/2026/05/28/rollout-2026-05-28T16-22-46-019e70e5-c2ae-72c3-a05d-eea95fd72020.jsonl,user,True,True,63381,88020edbb0b6ebd23b5086471b406b60e89d3dc88ff8565958f851378cb4c4bc,,user,exec,True
ActPlane,codex,codex:019e70e7-a045-75a2-905b-0b00ce3baa02,/home/yunwei37/.codex/sessions/2026/05/28/rollout-2026-05-28T16-24-48-019e70e7-a045-75a2-905b-0b00ce3baa02.jsonl,user,True,True,114113,e16fb23403d8900a1f34d0264bd8f98f4bbb0f1d0a2b9210bccdada37608eda6,,user,exec,True
